Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
260,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,8,3,3;12,7,7,3;5,11,12,2;8,1,3,6;8,2,11,12;5,9,11,5;9,2,4,12;10,9,10,1;4,10,1,6;11,8,10,6;1,4,2,5;4,9,7,7;"
261,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","4,9,12,7;12,10,6,3;5,6,4,1;12,5,12,10;10,10,5,7;1,7,4,3;4,9,3,3;6,1,7,5;6,1,9,9;"
262,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,12,11,2;8,10,11,10;8,5,12,11;5,8,6,10;6,2,11,10;6,5,12,6;12,2,5,2"
263,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,7,9,2;9,12,12,5;8,8,7,8;6,1,1,5;9,7,1,5;11,8,1,11;2,6,11,12;12,7,6,2;6,2,11,5;"
264,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,6,5,12;6,10,9,10;5,9,10,7;6,5,4,4;6,7,7,4;9,12,4,10;7,9,12,5;"
265,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","5,1,5,9;6,5,9,8;10,9,10,1;1,11,12,5;2,4,11,6;1,8,9,8;11,6,2,11;10,12,2,4;4,12,4,12;2,8,6,10"
266,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,5,4,11;2,11,1,7;2,9,2,9;8,6,5,4;11,6,8,9;8,10,6,4;12,12,8,5;12,1,12,11;10,2,3,10;3,5,6,7;1,3,10,1;7,3,4,7;"
267,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,6,6,9;4,5,3,3;3,9,1,6;9,6,1,10;12,3,4,1;5,12,12,1;10,4,10,9;7,5,4,7;10,7,5,7;"
268,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,6,12,5;8,10,5,11;10,8,10,6;2,11,12,6;11,12,6,12;8,2,5,2;10,8,11,5"
269,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,9,5,5;7,9,12,2;1,12,7,9;1,11,8,12;12,7,8,5;6,11,2,6;9,1,8,7;2,8,1,6;11,11,2,5;"
270,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,10,5,4;3,5,9,1;7,6,1,4;10,4,12,5;1,6,12,10;7,5,6,6;3,12,4,3;7,9,9,3;12,10,7,9;"
271,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,1,10,12;1,6,12,5;2,6,1,5;8,5,11,6;8,9,2,9;11,2,10,1;8,5,11,8;10,2,6,9;10,9,11,12"
272,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","6,12,11,2;7,4,6,5;8,2,4,10;10,7,5,10;9,12,10,6;11,3,8,1;2,1,3,7;6,4,2,7;3,11,3,1;4,8,5,9;1,12,5,9;12,8,9,11;"
273,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,7,9,4;10,6,6,10;4,4,12,6;12,12,7,10;4,9,5,5;6,9,7,12;10,5,9,5;"
274,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,6,6,12;5,11,12,6;8,5,8,5;10,8,2,11;2,8,2,1;10,9,1,5;9,10,9,12;9,11,1,2;10,12,6,11"
275,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,8,1,2;7,7,1,9;6,6,11,1;9,6,6,9;9,11,7,5;2,12,8,8;8,12,5,11;2,2,11,5;5,12,1,12;"
276,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,5,6,1;3,7,12,7;4,1,6,5;4,10,12,3;9,12,7,4;3,6,10,5;4,12,9,1;6,7,9,10;1,10,3,5"
277,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,12,10,11;5,6,12,5;2,10,11,6;6,2,8,11;2,5,8,12;12,6,5,8;11,10,2,8"
278,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,12,4,10;4,3,8,5;7,6,1,5;9,12,8,1;8,4,2,1;11,12,1,9;10,7,5,7;7,10,5,11;9,6,6,4;2,11,3,2;10,8,12,11;2,6,9,3;"
279,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,6,7,1;12,9,5,1;6,3,10,4;10,7,1,4;5,12,6,3;9,5,12,3;6,9,4,4;5,12,7,10;9,7,10,3;"
280,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,2,10,5;11,9,8,6;12,8,2,11;9,1,5,8;1,5,6,8;2,1,6,5;9,10,6,11;12,1,2,10;12,9,11,12"
281,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,5,11,1;6,7,8,2;2,9,9,7;5,2,8,1;6,11,6,9;12,7,5,11;9,12,1,5;2,6,8,1;7,12,8,12;"
282,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,7,4,6;4,12,6,12;7,4,5,6;12,10,9,9;5,4,12,10;5,10,6,9;9,7,10,7;"
283,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,5,11,12;6,10,1,2;9,9,2,11;10,6,5,8;2,9,2,11;6,12,8,11;10,12,1,12;8,1,8,1;10,5,6,5"
284,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,12,7,3;12,1,11,8;8,3,4,6;7,6,1,9;3,5,3,5;2,12,10,1;10,7,9,6;11,5,11,2;4,4,12,11;4,2,8,10;10,9,2,7;1,6,5,9;"
285,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,9,12,5;5,9,10,6;10,12,5,4;4,6,7,7;1,7,6,12;4,5,4,7;3,6,12,1;9,3,1,3;10,3,9,1;"
286,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,6,12,11;11,8,2,12;10,12,5,2;8,10,6,5;8,6,10,2;5,8,11,6;10,11,12,2"
287,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,9,11,1;7,6,1,11;8,2,2,8;7,9,9,6;7,5,12,8;12,5,8,5;7,12,11,2;2,6,6,9;1,1,5,12;"
288,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","4,1,9,7;9,10,10,9;6,7,5,4;6,12,1,3;10,12,10,6;3,6,7,5;1,4,9,5;5,3,3,12;7,1,12,4;"
289,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,10,11,1;2,8,11,2;5,12,5,10;6,2,8,11;10,6,1,8;1,6,5,10;6,1,12,5;12,11,2,12"
290,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,9","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,9,4,2;9,6,4,9;6,2,5,1;7,7,11,6;5,11,11,12;3,8,2,10;5,3,2,4;10,10,1,12;7,4,12,5;8,10,3,7;1,11,3,8;6,9,8,1;"
291,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,10,12,6;10,4,6,7;12,5,6,7;6,12,4,10;12,10,4,9;9,5,7,9;5,7,4,5;"
292,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,10,2,5;6,2,11,6;11,9,1,12;8,2,1,11;6,9,10,11;9,2,8,12;1,8,6,1;12,5,10,5;10,9,12,8"
293,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,6,7,7;11,5,2,6;9,5,9,9;11,12,12,2;5,5,1,8;6,8,8,7;12,1,8,7;12,1,1,9;2,2,11,6;"
294,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,9,6,4;9,4,9,3;12,3,9,6;12,4,5,4;10,7,3,10;7,7,1,1;5,1,3,12;6,5,7,5;10,10,1,6;"
295,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,4,8,4;9,6,9,1;12,6,12,2;10,11,1,10;11,5,2,8;2,6,10,11;12,9,4,9;5,4,12,8;1,2,11,5;10,1,5,8"
296,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,12,3,11;11,1,9,12;8,12,11,10;7,8,10,5;11,7,8,12;1,2,7,1;6,2,10,4;5,6,6,4;9,2,6,8;5,4,4,9;10,7,5,2;9,3,3,1;"
297,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,1,12,2;7,3,8,6;9,10,8,3;5,3,11,9;11,3,4,8;11,9,1,10;12,12,5,7;12,2,4,6;1,5,2,6;1,6,8,10;4,4,2,7;7,5,10,9;"
298,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,8,5,2;12,11,10,6;8,11,2,5;6,5,10,12;11,10,12,5;8,11,6,12;6,2,8,2"
299,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,5,9,8;12,7,8,9;6,5,5,6;2,2,6,8;8,1,7,5;2,1,7,1;7,9,12,11;2,1,11,11;9,11,12,6;"
300,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,3,4,12;1,4,3,7;1,10,5,5;4,12,7,6;1,7,10,4;9,6,9,9;9,6,6,12;7,12,10,1;3,5,10,3;"
301,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,5,9,2;6,12,11,5;1,5,1,2;10,8,10,8;8,10,12,8;2,6,2,6;12,11,12,11;5,9,1,9;10,1,11,6"
302,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,8,7,4;12,8,6,4;1,3,4,6;7,5,10,7;12,2,6,1;9,10,12,2;3,11,2,9;1,2,8,9;5,11,6,3;7,9,11,12;1,10,10,4;3,8,11,5;"
303,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,12,10,4;11,7,3,10;5,8,9,12;7,6,12,7;2,11,2,1;11,6,4,8;5,1,8,11;3,6,4,2;9,12,1,5;6,9,1,9;8,5,10,7;2,4,3,10;"
304,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,1,11,8;8,11,8,2;2,12,11,10;1,5,12,1;6,2,6,9;6,11,5,1;9,10,9,5;10,2,12,10;6,5,9,12"
305,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,12,11,6;6,1,5,9;8,1,2,11;11,8,12,7;1,12,11,6;7,2,7,2;5,8,9,1;12,9,8,7;6,5,9,2;"
306,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","3,4,4,5;9,1,1,5;4,7,3,10;9,4,5,3;12,7,9,12;9,6,6,7;1,10,12,3;10,1,6,10;7,12,6,5;"
307,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,6,5;2,10,8,10;10,11,2,12;12,6,5,11;6,10,11,2;2,12,11,5;8,12,8,6"
308,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,5,10,6;1,12,7,4;9,4,9,3;10,3,11,11;1,9,7,8;2,7,12,8;8,1,9,3;10,2,11,11;4,12,6,6;12,4,8,6;1,2,2,3;7,5,10,5;"
309,0,13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;8,8;4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,3,10,2;7,8,12,4;4,11,5,5;1,7,5,4;8,11,2,11;11,10,8,4;3,6,1,7;12,3,6,12;2,8,7,1;1,5,6,9;9,6,10,9;2,3,10,12;"
310,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,11,9,6;6,5,8,11;2,10,2,9;2,1,12,8;11,10,12,10;5,6,11,8;6,1,5,9;2,9,1,5;8,12,1,12"
311,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,6,9,7;5,1,1,8;2,1,12,2;8,5,9,6;6,11,5,1;12,9,7,11;5,9,7,12;2,11,6,12;11,8,8,2;"
312,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,5,5,7;9,3,10,12;3,10,12,6;10,12,7,7;7,3,9,9;6,10,9,1;3,4,5,5;6,1,4,4;6,1,12,1;"
313,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,12,9,10;9,8,9,10;2,5,2,5;2,11,12,11;1,6,1,6;1,9,2,5;10,5,8,11;12,11,6,12;8,10,8,6"
314,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,12,3,11;10,4,4,5;8,3,11,7;9,8,2,1;1,11,5,6;9,9,4,10;6,5,2,8;12,2,10,8;7,4,2,7;11,9,3,7;1,6,3,12;10,6,1,12"
